PRODID,PRODNAME,PRICE,MATERIAL,COLOR,BRAND,OFFER,CATEGORY,TYPE,PACKCONT,CAREINST,NETQTY,DARTS,MANUFACTURED,MARKETEDBY,ORIGIN
WAcsWaTCh566012AnaLGMEtal,D-MB01-BLMA Water-Resistant Analogue Watch,14952,Stainless Steel,Black,MVMT,40,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"MGI DISTRIBUTION PVT LTD, #210/2, TERRATANA 2nd Floor, Upper Palace Orchards, Bellary Road Sadashiv Nagar Bengaluru, 560080","MGI DISTRIBUTION PVT LTD, #210/2, TERRATANA 2nd Floor, Upper Palace Orchards, Bellary Road Sadashiv Nagar Bengaluru, 560080",Hong Kong
WCuloTTes10003GreYElasTaNE,Flared Culottes with Insert Pockets,2299,"72% polyester, 22% rayon",Grey,Vero Moda,60,Women,Palazzo,Palazzo,Machine Wash,1,NA,"N. S. Exports E-24, Sector-11, Noida, 201301","VERO MODA RETAIL PRIVATE LIMITED, 4TH FLOOR, THE LALIT MUMBAI, SAHAR AIRPORT ROAD SAHAR ANDHERI-EAST, 400 059 MUMBAI, INDIA/help@veromoda.in/ 022 66489048",INDIA
WCuloTTes10004RedPlAiN,Relaxed Fit Culottes with Elasticated Waistband,899,Polyester,Red,Fig,51,Women,Palazzo,Palazzo,"Machine Wash, No Bleach",1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WCuloTTes10005JeTBLack,Striped Culottes with Insert Pockets,699,Rayon,Jet-Black,Fig,51,Women,Palazzo,Palazzo,"Machine Wash, No Bleach ",1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WCuloTTes10008NAvyPRinTEd,Floral Print Culottes with Elasticated Waist,899,Polyester Blend,Navy Blue,Fig,51,Women,Palazzo,Palazzo,Machine Wash,1,NA,"Reliance Retail LimitedShed No-77/80, Indian CorporationGodown Mankoli Naka, VillageDapode Taluka, Bhiwandi Dist. Thane, Maharashtra. PIN-421302","Reliance Retail LimitedShed No-77/80, Indian CorporationGodown Mankoli Naka, VillageDapode Taluka, Bhiwandi Dist. Thane, Maharashtra. PIN-421302",INDIA
WPalAZzo10001GreYPRinted,Block Print Flared Palazzo with Elasticated Waist,899,Mixed Cotton,Grey,Avaasa Mix n' Match,50,Women,Palazzo,Palazzo,"Machine Wash, No Bleach ",1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WPalAZzo10002GreYPRinted,Printed Palazzos with Semi-Elasticated Waist,599,Rayon,Grey,Avaasa Mix n' Match,51,Women,Palazzo,Palazzo,"Machine Wash, No Bleach",1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WPalAZzo10006BLackPlAiN,Palazzo with Semi-Elasticated Waist,699,Rayon,Black,Avaasa Mix n' Match,51,Women,Palazzo,Palazzo,"Machine Wash, No Bleach",1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WPalAZzo10007BLackPRinTEd,Palazzo with Printed Hems,699,Rayon,Black,Avaasa Mix n' Match,52,Women,Palazzo,Palazzo,Machine Wash,1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WPalAZzo10009BluEflaRedPRinted,Floral Print Flared Palazzos,1899,Cotton,Navy Blue,Tag 7 Plus,62,Women,Palazzo,Palazzo,Hand Wash,1,NA,"GENERATION, B-7/1 RANA PRATAP BAGH, DELHI-110007","GENERATION, B-7/1 RANA PRATAP BAGH, DELHI-110007",INDIA
WPalAZzo10010AqUA,Printed Palazzos with Elasticated Waist,799,Cotton Blend,Aqua Blue,Avaasa Mix n' Match,52,Women,Palazzo,Palazzo,Machine Wash Cold,1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WPalAZzo10011BLueTropPrinT,Tropical Print Relaxed Fit Palazzos,1200,Poyester,Blue,Orchid Blues,66,Women,Palazzo,Palazzo,"Machine Wash, No Bleach",1,NA,"DELITE MERRCHHANTS COMPANY, 3E - 16 BP, NIT, NEAR SAINIK COLONY MASJID, FARIDABAD - 121001","DELITE MERRCHHANTS COMPANY, 3E - 16 BP, NIT, NEAR SAINIK COLONY MASJID, FARIDABAD - 121001",INDIA
WPalAZzo10012GreENPRinted,Printed Palazzos with Semi-Elasticated Waist,999,100% viscose,Green,Aurelia,55,Women,Palazzo,Palazzo,Hand Wash,1,NA,"TCNS LimitedTCNS LTD. B-16.B-16, SECTOR-58, NOIDA, UP 201301","TCNS LimitedTCNS LTD. B-16.B-16, SECTOR-58, NOIDA, UP 201301",INDIA
WPalAZzo10013GreYPRinted,Palazzo with Printed Hems,599,Rayon,Dark-Green,AVAASA MIX N' MATCH,51,Women,Palazzo,Palazzo,Machine Wash,1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WPalAZzo10014MagentaPRinted,Printed Palazzos with Semi-Elasticated Waist,599,Rayon,Magenta-Fusha,Avaasa Mix n' Match,51,Women,Palazzo,Palazzo,Hand Wash,1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WPalAZzo10015ReDPRinted,Micro Print Palazzos with Bobble Trims,899,"97% Cotton, 3% Polyester",Red,Srishti,30,Women,Palazzo,Palazzo,Machine Wash,1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WweSTErnBotToM12312BlKDeNIM,Black Skinny Fit High Rise Denim Jeans,2100,Denim,Black,Dolce Crudo,15,Women,Western,Jean Bottom,Machine Wash,1,NA,"Pants Theory Private Limited, 36/1e/1g East Topsia Road, Kolkata-700039","Pants Theory Private Limited, 36/1e/1g East Topsia Road, Kolkata-700039",INDIA
WweSTErnBotToM12313BlUeDeNIM,Washed Slim Fit Jeans,1000,"72% cotton, 23% polyester, 3% rayon, 2% elastane",Light-Blue,DNMX,30,Women,Western,Jean Bottom,Machine Wash,1,NA,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WweSTErnBotToM12314BlkDeNIM,Washed Skinny Jeans,1699,"98% cotton, 2% elastane",Black,Hubberholme,45,Women,Western,Jean Bottom,Machine Wash,1,NA,"Hubberholme, A13, Basement, Sector 58, Noida 201301.","Hubberholme, A13, Basement, Sector 58, Noida 201301.",INDIA
WweSTErnBotToM12315BlkDeNIM,K5013 High-Rise Flared Jeans,1616," 71% cotton, 27% polyester, 2% elastane",Black,Kraus,10,Women,Western,Jean Bottom,Machine Wash,1,NA,"Kraus Jeans, Oriental Trading Company, Elite House, 1st Floor, Punjab Foundry Ind. Estate, Near Classic Studio, Mira Bhayandar Road, Kashimira, Mira Road, Thane - 401104","Kraus Jeans, Oriental Trading Company, Elite House, 1st Floor, Punjab Foundry Ind. Estate, Near Classic Studio, Mira Bhayandar Road, Kashimira, Mira Road, Thane - 401104",INDIA
WweSTErnBotToM12316WTDeNIM,High-Rise Skinny Jeans,2999,Denim,White,Dolce Crudo,15,Women,Western,Jean Bottom,Machine Wash,1,NA,"36/1E/1G East Topsia Road, Kolkata-700039","36/1E/1G East Topsia Road, Kolkata-700039",INDIA
WweSTErnJaCKEt12311DeNiM,Full Sleeves Jacket with Pockets,799,Denim,Blue,Clo CLu,10,Women,Western,Jacket,Machine Wash,1,No,"CLOTHING CLUSTER, C-4/88, SECTOR-6, ROHINI, NORTH WEST DELHI, DELHI - 110085","CLOTHING CLUSTER, C-4/88, SECTOR-6, ROHINI, NORTH WEST DELHI, DELHI - 110085",INDIA
WweSTErnToP12301FloPrintSHort,Floral Print Short Top,1300,Georgette,Green,Janasya,51,Women,Western,Short Top,Hand Wash,1,No,"ThreadBucket Studio Llp PLOT NO. A/15/4, South Side, Ground Floor, First Floor, Udhna Sangh, Udhna Udhyog Nagar, Udhna, Surat - 394210, Gujarat, India","ThreadBucket Studio Llp PLOT NO. A/15/4, South Side, Ground Floor, First Floor, Udhna Sangh, Udhna Udhyog Nagar, Udhna, Surat - 394210, Gujarat, India",INDIA
WweSTErnToP12302StriPPEdtSHort,Printed V-Neck Top,999,Crepe,Blue,Pratibimb,30,Women,Western,Crepe Short Top,"Hand Wash, Machine wash",1,No,"Paralians, Plot no. 25,25-A, Krishna Park Ind., Saniya Hemad, Surat-395010","Paralians, Plot no. 25,25-A, Krishna Park Ind., Saniya Hemad, Surat-395010",INDIA
WweSTErnToP12303SoLiDpetePanNK,Solid Top with Peter Pan Collar,1500,Mixed Cotton,Navy Blue,Miss Chase,65,Women,Western,Short Top,"Hand Wash, Machine wash",1,No,"Chase Lifestyle Pvt. Ltd. 36/1E/1G East Topsia Road, Kolkata 700039","Chase Lifestyle Pvt. Ltd. 36/1E/1G East Topsia Road, Kolkata 700039",INDIA
WweSTErnToP12304SoLiDToP,Solid Top,1099,Blended,Dark-Green,Aara,57,Women,Western,Short Top,Machine Wash,1,No,"AARA CREATIONS, 14/3, MATHURA ROAD, FARIDABAD, HARYANA-121003","AARA CREATIONS, 14/3, MATHURA ROAD, FARIDABAD, HARYANA-121003",INDIA
WweSTErnToP12305FloPrintSHort,Floral Print Top with Tie-Up Neckline,599,100% Rayon,Light-Olive,Fig,51,Women,Western,Short Top,Machine Wash,1,No,"Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302","Reliance Retail Limited Shed No-77/80, Indian Corporation Godown Mankoli Naka, Village Dapode Taluka, Bhiwandi Dist. Thane, Maharashtra PIN-421302",INDIA
WweSTErnToP12306FloPrintSHort,Floral Print High-Neckline Top,1600,Polyester,Red,Wedani,51,Women,Western,Short Top,Machine Wash,1,No,"Wedani Lifestyle, 403, Priyanka House, Near Kiran Export, Umiyadham Road, Varachha, Surat-395006","Wedani Lifestyle, 403, Priyanka House, Near Kiran Export, Umiyadham Road, Varachha, Surat-395006",INDIA
WweSTErnToP12307SoLidSliMSHort,Turtle Neck Slim Fit Top,1395,Polyester,Red,Mayra,60,Women,Western,Short Top,Machine Wash,1,No,"Mayra Fashion Impex, E4/12, Taj Nagri Ph-2, Fatehabad Road, Agra - 282001","Mayra Fashion Impex, E4/12, Taj Nagri Ph-2, Fatehabad Road, Agra - 282001",INDIA
WweSTErnToP12308SoLiDToP,Neck Tie-Up Regular Fit Top,1999,Polyester,Black,Porsorte,48,Women,Western,Short Top,Hand wash in cold water with non soda liquid detergent,1,No,"PORSORTE, E 63, GROUND FLOOR, GAUTAM BUDDHA NAGAR, NOIDA - 201301","PORSORTE, E 63, GROUND FLOOR, GAUTAM BUDDHA NAGAR, NOIDA - 201301",INDIA
WweSTErnToP12309SoLiDToP,Solid Shirt with Spread Collar,1300,Crepe,Black,Enchanted Drapes,50,Women,Western,Crepe Short Top,"Hand Wash, Machine wash",1,No,"Enchanted Drapes, C-156 Lohia Nagar Ghaziabad-201001 Uttar Pradesh.","Enchanted Drapes, C-156 Lohia Nagar Ghaziabad-201001 Uttar Pradesh.",INDIA
WweSTErnToP12310SoLiDToP,High-Neck Top with Contrast Piping,1495,Polyester,Navy Blue,Fable Street,25,Women,Western,Short Top,Machine Wash,1,No,"Fablestreet Lifestyle Solutions Pvt Ltd, Plot 250, Phase I, Udyog Vihar, Gurgaon - 122016","Fablestreet Lifestyle Solutions Pvt Ltd, Plot 250, Phase I, Udyog Vihar, Gurgaon - 122016",INDIA
